IncrementalKey,Timestamp,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmount,FreightAmount,OrderDate,DueDate,ShipDate
4589,2024-08-24T18:56:29.5900000,371,20121009,20121021,20121016,17848,1,100,SO50005,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-10-09T00:00:00.0000000,2012-10-21T00:00:00.0000000,2012-10-16T00:00:00.0000000
5369,2024-08-24T18:56:29.5900000,369,20121222,20130103,20121229,16532,2,100,SO51021,1,1,2443.3500,1518.7864,1518.7864,2443.3500,195.4680,61.0838,2012-12-22T00:00:00.0000000,2013-01-03T00:00:00.0000000,2012-12-29T00:00:00.0000000
15184,2024-08-24T18:56:29.5900000,594,20130403,20130415,20130410,19121,1,100,SO55595,1,1,564.9900,308.2179,308.2179,564.9900,45.1992,14.1248,2013-04-03T00:00:00.0000000,2013-04-15T00:00:00.0000000,2013-04-10T00:00:00.0000000
5506,2024-08-24T18:56:29.5900000,372,20121230,20130111,20130106,18208,1,6,SO51203,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2012-12-30T00:00:00.0000000,2013-01-11T00:00:00.0000000,2013-01-06T00:00:00.0000000
5570,2024-08-24T18:56:29.5900000,353,20121231,20130112,20130107,11345,1,100,SO51224,1,1,2319.9900,1265.6195,1265.6195,2319.9900,185.5992,57.9998,2012-12-31T00:00:00.0000000,2013-01-12T00:00:00.0000000,2013-01-07T00:00:00.0000000
1201,2024-08-24T18:56:29.5900000,350,20110731,20110812,20110807,11461,1,6,SO45265,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-07-31T00:00:00.0000000,2011-08-12T00:00:00.0000000,2011-08-07T00:00:00.0000000
1368,2024-08-24T18:56:29.5900000,311,20110828,20110909,20110904,12523,1,100,SO45511,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-08-28T00:00:00.0000000,2011-09-09T00:00:00.0000000,2011-09-04T00:00:00.0000000
4812,2024-08-24T18:56:29.5900000,362,20121031,20121112,20121107,27292,2,100,SO50362,1,1,2049.0982,1105.8100,1105.8100,2049.0982,163.9279,51.2275,2012-10-31T00:00:00.0000000,2012-11-12T00:00:00.0000000,2012-11-07T00:00:00.0000000
182,2024-08-24T18:56:29.5900000,342,20110205,20110217,20110212,20049,1,98,SO43953,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-02-05T00:00:00.0000000,2011-02-17T00:00:00.0000000,2011-02-12T00:00:00.0000000
1016,2024-08-24T18:56:29.5900000,332,20110701,20110713,20110708,14657,1,100,SO45080,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-07-01T00:00:00.0000000,2011-07-13T00:00:00.0000000,2011-07-08T00:00:00.0000000
5071,2024-08-24T18:56:29.5900000,341,20121125,20121207,20121202,19474,1,100,SO50621,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-11-25T00:00:00.0000000,2012-12-07T00:00:00.0000000,2012-12-02T00:00:00.0000000
135,2024-08-24T18:56:29.5900000,349,20110126,20110207,20110202,11028,1,6,SO43831,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-01-26T00:00:00.0000000,2011-02-07T00:00:00.0000000,2011-02-02T00:00:00.0000000
3455,2024-08-24T18:56:29.5900000,385,20120608,20120620,20120615,14272,1,100,SO48494,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-06-08T00:00:00.0000000,2012-06-20T00:00:00.0000000,2012-06-15T00:00:00.0000000
5599,2024-08-24T18:56:29.5900000,357,20121231,20130112,20130107,11061,1,6,SO51237,1,1,2319.9900,1265.6195,1265.6195,2319.9900,185.5992,57.9998,2012-12-31T00:00:00.0000000,2013-01-12T00:00:00.0000000,2013-01-07T00:00:00.0000000
5060,2024-08-24T18:56:29.5900000,339,20121124,20121206,20121201,15941,1,100,SO50610,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-11-24T00:00:00.0000000,2012-12-06T00:00:00.0000000,2012-12-01T00:00:00.0000000
5617,2024-08-24T18:56:29.5900000,604,20121231,20130112,20130107,29355,1,100,SO51244,1,1,539.9900,343.6496,343.6496,539.9900,43.1992,13.4998,2012-12-31T00:00:00.0000000,2013-01-12T00:00:00.0000000,2013-01-07T00:00:00.0000000
3791,2024-08-24T18:56:29.5900000,383,20120712,20120724,20120719,19418,1,98,SO48895,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-07-12T00:00:00.0000000,2012-07-24T00:00:00.0000000,2012-07-19T00:00:00.0000000
2002,2024-08-24T18:56:29.5900000,314,20111130,20111212,20111207,20820,1,6,SO46399,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-11-30T00:00:00.0000000,2011-12-12T00:00:00.0000000,2011-12-07T00:00:00.0000000
2146,2024-08-24T18:56:29.5900000,345,20111221,20120102,20111228,11549,1,98,SO46543,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-12-21T00:00:00.0000000,2012-01-02T00:00:00.0000000,2011-12-28T00:00:00.0000000
2108,2024-08-24T18:56:29.5900000,347,20111216,20111228,20111223,12241,1,6,SO46505,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-12-16T00:00:00.0000000,2011-12-28T00:00:00.0000000,2011-12-23T00:00:00.0000000
954,2024-08-24T18:56:29.5900000,322,20110622,20110704,20110629,14652,1,100,SO44978,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-06-22T00:00:00.0000000,2011-07-04T00:00:00.0000000,2011-06-29T00:00:00.0000000
646,2024-08-24T18:56:29.5900000,310,20110507,20110519,20110514,28774,1,100,SO44607,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-05-07T00:00:00.0000000,2011-05-19T00:00:00.0000000,2011-05-14T00:00:00.0000000
5481,2024-08-24T18:56:29.5900000,588,20121229,20130110,20130105,14066,1,6,SO51195,1,1,769.4900,419.7784,419.7784,769.4900,61.5592,19.2373,2012-12-29T00:00:00.0000000,2013-01-10T00:00:00.0000000,2013-01-05T00:00:00.0000000
962,2024-08-24T18:56:29.5900000,328,20110623,20110705,20110630,25708,1,6,SO44986,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-06-23T00:00:00.0000000,2011-07-05T00:00:00.0000000,2011-06-30T00:00:00.0000000
1643,2024-08-24T18:56:29.5900000,330,20111010,20111022,20111017,14880,1,100,SO45887,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-10-10T00:00:00.0000000,2011-10-22T00:00:00.0000000,2011-10-17T00:00:00.0000000
22658,2024-08-24T18:56:29.5900000,380,20130528,20130609,20130604,19611,1,6,SO58819,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2013-05-28T00:00:00.0000000,2013-06-09T00:00:00.0000000,2013-06-04T00:00:00.0000000
2527,2024-08-24T18:56:29.5900000,343,20120205,20120217,20120212,27027,1,19,SO47135,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-02-05T00:00:00.0000000,2012-02-17T00:00:00.0000000,2012-02-12T00:00:00.0000000
1849,2024-08-24T18:56:29.5900000,334,20111107,20111119,20111114,25937,1,6,SO46178,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-11-07T00:00:00.0000000,2011-11-19T00:00:00.0000000,2011-11-14T00:00:00.0000000
1544,2024-08-24T18:56:29.5900000,340,20110923,20111005,20110930,14739,1,100,SO45751,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-09-23T00:00:00.0000000,2011-10-05T00:00:00.0000000,2011-09-30T00:00:00.0000000
5495,2024-08-24T18:56:29.5900000,477,20121229,20130110,20130105,11006,1,6,SO51198,3,1,4.9900,1.8663,1.8663,4.9900,0.3992,0.1248,2012-12-29T00:00:00.0000000,2013-01-10T00:00:00.0000000,2013-01-05T00:00:00.0000000
9543,2024-08-24T18:56:29.5900000,535,20130219,20130303,20130226,18963,1,100,SO52997,2,1,24.9900,9.3463,9.3463,24.9900,1.9992,0.6248,2013-02-19T00:00:00.0000000,2013-03-03T00:00:00.0000000,2013-02-26T00:00:00.0000000
1505,2024-08-24T18:56:29.5900000,346,20110917,20110929,20110924,11767,1,6,SO45712,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-09-17T00:00:00.0000000,2011-09-29T00:00:00.0000000,2011-09-24T00:00:00.0000000
54943,2024-08-24T18:56:29.5900000,577,20131211,20131223,20131218,14263,1,6,SO72847,1,1,1214.8500,755.1508,755.1508,1214.8500,97.1880,30.3713,2013-12-11T00:00:00.0000000,2013-12-23T00:00:00.0000000,2013-12-18T00:00:00.0000000
17336,2024-08-24T18:56:29.5900000,463,20130419,20130501,20130426,11507,1,19,SO56450,4,1,24.4900,9.1593,9.1593,24.4900,1.9592,0.6123,2013-04-19T00:00:00.0000000,2013-05-01T00:00:00.0000000,2013-04-26T00:00:00.0000000
27429,2024-08-24T18:56:29.5900000,580,20130626,20130708,20130703,11423,1,100,SO60899,1,1,1700.9900,1082.5100,1082.5100,1700.9900,136.0792,42.5248,2013-06-26T00:00:00.0000000,2013-07-08T00:00:00.0000000,2013-07-03T00:00:00.0000000
2229,2024-08-24T18:56:29.5900000,377,20111231,20120112,20120107,21206,1,6,SO46698,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2011-12-31T00:00:00.0000000,2012-01-12T00:00:00.0000000,2012-01-07T00:00:00.0000000
2627,2024-08-24T18:56:29.5900000,375,20120217,20120229,20120224,16317,1,98,SO47235,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-02-17T00:00:00.0000000,2012-02-29T00:00:00.0000000,2012-02-24T00:00:00.0000000
689,2024-08-24T18:56:29.5900000,351,20110513,20110525,20110520,11147,1,6,SO44650,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-05-13T00:00:00.0000000,2011-05-25T00:00:00.0000000,2011-05-20T00:00:00.0000000
523,2024-08-24T18:56:29.5900000,313,20110412,20110424,20110419,28246,1,100,SO44394,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-04-12T00:00:00.0000000,2011-04-24T00:00:00.0000000,2011-04-19T00:00:00.0000000
12823,2024-08-24T18:56:29.5900000,585,20130316,20130328,20130323,26329,1,100,SO54518,1,1,742.3500,461.4448,461.4448,742.3500,59.3880,18.5588,2013-03-16T00:00:00.0000000,2013-03-28T00:00:00.0000000,2013-03-23T00:00:00.0000000
1094,2024-08-24T18:56:29.5900000,344,20110715,20110727,20110722,28419,1,100,SO45158,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-07-15T00:00:00.0000000,2011-07-27T00:00:00.0000000,2011-07-22T00:00:00.0000000
38865,2024-08-24T18:56:29.5900000,471,20130908,20130920,20130915,22151,1,6,SO65957,2,1,63.5000,23.7490,23.7490,63.5000,5.0800,1.5875,2013-09-08T00:00:00.0000000,2013-09-20T00:00:00.0000000,2013-09-15T00:00:00.0000000
18339,2024-08-24T18:56:29.5900000,473,20130427,20130509,20130504,14087,1,6,SO56855,2,1,63.5000,23.7490,23.7490,63.5000,5.0800,1.5875,2013-04-27T00:00:00.0000000,2013-05-09T00:00:00.0000000,2013-05-04T00:00:00.0000000
5589,2024-08-24T18:56:29.5900000,478,20121231,20130112,20130107,11292,1,100,SO51230,4,1,9.9900,3.7363,3.7363,9.9900,0.7992,0.2498,2012-12-31T00:00:00.0000000,2013-01-12T00:00:00.0000000,2013-01-07T00:00:00.0000000
2807,2024-08-24T18:56:29.5900000,354,20120310,20120322,20120317,12215,1,98,SO47526,1,1,2071.4196,1117.8559,1117.8559,2071.4196,165.7136,51.7855,2012-03-10T00:00:00.0000000,2012-03-22T00:00:00.0000000,2012-03-17T00:00:00.0000000
33320,2024-08-24T18:56:29.5900000,467,20130803,20130815,20130810,15482,1,100,SO63532,3,1,24.4900,9.1593,9.1593,24.4900,1.9592,0.6123,2013-08-03T00:00:00.0000000,2013-08-15T00:00:00.0000000,2013-08-10T00:00:00.0000000
3728,2024-08-24T18:56:29.5900000,373,20120704,20120716,20120711,23418,1,6,SO48832,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-07-04T00:00:00.0000000,2012-07-16T00:00:00.0000000,2012-07-11T00:00:00.0000000
4511,2024-08-24T18:56:29.5900000,387,20121001,20121013,20121008,17775,1,100,SO49927,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-10-01T00:00:00.0000000,2012-10-13T00:00:00.0000000,2012-10-08T00:00:00.0000000
5440,2024-08-24T18:56:29.5900000,374,20121228,20130109,20130104,16313,1,100,SO51180,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2012-12-28T00:00:00.0000000,2013-01-09T00:00:00.0000000,2013-01-04T00:00:00.0000000
3012,2024-08-24T18:56:29.5900000,370,20120410,20120422,20120417,22178,1,6,SO47804,1,1,2443.3500,1518.7864,1518.7864,2443.3500,195.4680,61.0838,2012-04-10T00:00:00.0000000,2012-04-22T00:00:00.0000000,2012-04-17T00:00:00.0000000
1102,2024-08-24T18:56:29.5900000,312,20110716,20110728,20110723,19083,1,6,SO45166,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-07-16T00:00:00.0000000,2011-07-28T00:00:00.0000000,2011-07-23T00:00:00.0000000
49680,2024-08-24T18:56:29.5900000,491,20131111,20131123,20131118,26753,1,6,SO70578,2,1,53.9900,41.5723,41.5723,53.9900,4.3192,1.3498,2013-11-11T00:00:00.0000000,2013-11-23T00:00:00.0000000,2013-11-18T00:00:00.0000000
4373,2024-08-24T18:56:29.5900000,325,20120914,20120926,20120921,26761,1,6,SO49715,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-09-14T00:00:00.0000000,2012-09-26T00:00:00.0000000,2012-09-21T00:00:00.0000000
17177,2024-08-24T18:56:29.5900000,587,20130418,20130430,20130425,13779,1,100,SO56388,1,1,769.4900,419.7784,419.7784,769.4900,61.5592,19.2373,2013-04-18T00:00:00.0000000,2013-04-30T00:00:00.0000000,2013-04-25T00:00:00.0000000
2329,2024-08-24T18:56:29.5900000,368,20120111,20120123,20120118,21201,1,6,SO46798,1,1,2443.3500,1518.7864,1518.7864,2443.3500,195.4680,61.0838,2012-01-11T00:00:00.0000000,2012-01-23T00:00:00.0000000,2012-01-18T00:00:00.0000000
6863,2024-08-24T18:56:29.5900000,488,20130128,20130209,20130204,11530,1,19,SO51887,1,1,53.9900,41.5723,41.5723,53.9900,4.3192,1.3498,2013-01-28T00:00:00.0000000,2013-02-09T00:00:00.0000000,2013-02-04T00:00:00.0000000
3915,2024-08-24T18:56:29.5900000,371,20120728,20120809,20120804,17782,1,98,SO49019,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-07-28T00:00:00.0000000,2012-08-09T00:00:00.0000000,2012-08-04T00:00:00.0000000
2500,2024-08-24T18:56:29.5900000,369,20120203,20120215,20120210,13839,2,100,SO47108,1,1,2443.3500,1518.7864,1518.7864,2443.3500,195.4680,61.0838,2012-02-03T00:00:00.0000000,2012-02-15T00:00:00.0000000,2012-02-10T00:00:00.0000000
24540,2024-08-24T18:56:29.5900000,475,20130608,20130620,20130615,14839,1,98,SO59737,1,1,69.9900,26.1763,26.1763,69.9900,5.5992,1.7498,2013-06-08T00:00:00.0000000,2013-06-20T00:00:00.0000000,2013-06-15T00:00:00.0000000
5445,2024-08-24T18:56:29.5900000,372,20121228,20130109,20130104,12132,1,100,SO51181,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2012-12-28T00:00:00.0000000,2013-01-09T00:00:00.0000000,2013-01-04T00:00:00.0000000
5549,2024-08-24T18:56:29.5900000,353,20121230,20130111,20130106,11449,1,6,SO51217,1,1,2319.9900,1265.6195,1265.6195,2319.9900,185.5992,57.9998,2012-12-30T00:00:00.0000000,2013-01-11T00:00:00.0000000,2013-01-06T00:00:00.0000000
609,2024-08-24T18:56:29.5900000,350,20110430,20110512,20110507,25891,1,100,SO44480,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-04-30T00:00:00.0000000,2011-05-12T00:00:00.0000000,2011-05-07T00:00:00.0000000
213,2024-08-24T18:56:29.5900000,311,20110211,20110223,20110218,13545,1,29,SO43984,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-02-11T00:00:00.0000000,2011-02-23T00:00:00.0000000,2011-02-18T00:00:00.0000000
3903,2024-08-24T18:56:29.5900000,362,20120725,20120806,20120801,13637,2,6,SO49007,1,1,2049.0982,1105.8100,1105.8100,2049.0982,163.9279,51.2275,2012-07-25T00:00:00.0000000,2012-08-06T00:00:00.0000000,2012-08-01T00:00:00.0000000
1352,2024-08-24T18:56:29.5900000,342,20110825,20110906,20110901,25821,1,6,SO45495,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-08-25T00:00:00.0000000,2011-09-06T00:00:00.0000000,2011-09-01T00:00:00.0000000
1541,2024-08-24T18:56:29.5900000,332,20110923,20111005,20110930,18046,1,100,SO45748,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-09-23T00:00:00.0000000,2011-10-05T00:00:00.0000000,2011-09-30T00:00:00.0000000
3522,2024-08-24T18:56:29.5900000,341,20120612,20120624,20120619,26562,1,6,SO48561,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-06-12T00:00:00.0000000,2012-06-24T00:00:00.0000000,2012-06-19T00:00:00.0000000
1595,2024-08-24T18:56:29.5900000,349,20111002,20111014,20111009,11915,1,6,SO45839,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-10-02T00:00:00.0000000,2011-10-14T00:00:00.0000000,2011-10-09T00:00:00.0000000
3561,2024-08-24T18:56:29.5900000,385,20120617,20120629,20120624,18185,1,100,SO48600,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-06-17T00:00:00.0000000,2012-06-29T00:00:00.0000000,2012-06-24T00:00:00.0000000
5459,2024-08-24T18:56:29.5900000,530,20121228,20130109,20130104,27767,1,100,SO51185,3,1,4.9900,1.8663,1.8663,4.9900,0.3992,0.1248,2012-12-28T00:00:00.0000000,2013-01-09T00:00:00.0000000,2013-01-04T00:00:00.0000000
4629,2024-08-24T18:56:29.5900000,327,20121012,20121024,20121019,26924,1,6,SO50045,1,1,782.9900,486.7066,486.7066,782.9900,62.6392,19.5748,2012-10-12T00:00:00.0000000,2012-10-24T00:00:00.0000000,2012-10-19T00:00:00.0000000
5559,2024-08-24T18:56:29.5900000,604,20121230,20130111,20130106,21575,1,100,SO51220,1,1,539.9900,343.6496,343.6496,539.9900,43.1992,13.4998,2012-12-30T00:00:00.0000000,2013-01-11T00:00:00.0000000,2013-01-06T00:00:00.0000000
4568,2024-08-24T18:56:29.5900000,383,20121006,20121018,20121013,25115,1,6,SO49984,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-10-06T00:00:00.0000000,2012-10-18T00:00:00.0000000,2012-10-13T00:00:00.0000000
1911,2024-08-24T18:56:29.5900000,314,20111115,20111127,20111122,23868,1,19,SO46240,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-11-15T00:00:00.0000000,2011-11-27T00:00:00.0000000,2011-11-22T00:00:00.0000000
2204,2024-08-24T18:56:29.5900000,345,20111228,20120109,20120104,26098,1,100,SO46601,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-12-28T00:00:00.0000000,2012-01-09T00:00:00.0000000,2012-01-04T00:00:00.0000000
1810,2024-08-24T18:56:29.5900000,347,20111101,20111113,20111108,11977,1,6,SO46139,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-11-01T00:00:00.0000000,2011-11-13T00:00:00.0000000,2011-11-08T00:00:00.0000000
158,2024-08-24T18:56:29.5900000,322,20110131,20110212,20110207,25270,1,6,SO43929,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-01-31T00:00:00.0000000,2011-02-12T00:00:00.0000000,2011-02-07T00:00:00.0000000
1631,2024-08-24T18:56:29.5900000,310,20111009,20111021,20111016,20242,1,6,SO45875,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-10-09T00:00:00.0000000,2011-10-21T00:00:00.0000000,2011-10-16T00:00:00.0000000
5610,2024-08-24T18:56:29.5900000,480,20121231,20130112,20130107,21600,1,100,SO51241,3,1,2.2900,0.8565,0.8565,2.2900,0.1832,0.0573,2012-12-31T00:00:00.0000000,2013-01-12T00:00:00.0000000,2013-01-07T00:00:00.0000000
1127,2024-08-24T18:56:29.5900000,328,20110719,20110731,20110726,14660,1,100,SO45191,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-07-19T00:00:00.0000000,2011-07-31T00:00:00.0000000,2011-07-26T00:00:00.0000000
1400,2024-08-24T18:56:29.5900000,330,20110901,20110913,20110908,25830,1,6,SO45607,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-09-01T00:00:00.0000000,2011-09-13T00:00:00.0000000,2011-09-08T00:00:00.0000000
6932,2024-08-24T18:56:29.5900000,380,20130128,20130209,20130204,20200,1,100,SO51915,1,1,2443.3500,1554.9479,1554.9479,2443.3500,195.4680,61.0838,2013-01-28T00:00:00.0000000,2013-02-09T00:00:00.0000000,2013-02-04T00:00:00.0000000
3786,2024-08-24T18:56:29.5900000,358,20120711,20120723,20120718,13618,1,6,SO48890,1,1,2049.0982,1105.8100,1105.8100,2049.0982,163.9279,51.2275,2012-07-11T00:00:00.0000000,2012-07-23T00:00:00.0000000,2012-07-18T00:00:00.0000000
883,2024-08-24T18:56:29.5900000,324,20110614,20110626,20110621,19415,1,29,SO44907,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-06-14T00:00:00.0000000,2011-06-26T00:00:00.0000000,2011-06-21T00:00:00.0000000
1608,2024-08-24T18:56:29.5900000,340,20111005,20111017,20111012,18143,1,100,SO45852,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-10-05T00:00:00.0000000,2011-10-17T00:00:00.0000000,2011-10-12T00:00:00.0000000
5543,2024-08-24T18:56:29.5900000,537,20121230,20130111,20130106,11108,1,6,SO51215,2,1,35.0000,13.0900,13.0900,35.0000,2.8000,0.8750,2012-12-30T00:00:00.0000000,2013-01-11T00:00:00.0000000,2013-01-06T00:00:00.0000000
48187,2024-08-24T18:56:29.5900000,535,20131103,20131115,20131110,12588,1,6,SO69989,2,1,24.9900,9.3463,9.3463,24.9900,1.9992,0.6248,2013-11-03T00:00:00.0000000,2013-11-15T00:00:00.0000000,2013-11-10T00:00:00.0000000
823,2024-08-24T18:56:29.5900000,346,20110606,20110618,20110613,11445,1,6,SO44847,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-06-06T00:00:00.0000000,2011-06-18T00:00:00.0000000,2011-06-13T00:00:00.0000000
19323,2024-08-24T18:56:29.5900000,595,20130504,20130516,20130511,19130,1,100,SO57464,1,1,564.9900,308.2179,308.2179,564.9900,45.1992,14.1248,2013-05-04T00:00:00.0000000,2013-05-16T00:00:00.0000000,2013-05-11T00:00:00.0000000
37224,2024-08-24T18:56:29.5900000,463,20130828,20130909,20130904,25933,1,100,SO65107,1,1,24.4900,9.1593,9.1593,24.4900,1.9592,0.6123,2013-08-28T00:00:00.0000000,2013-09-09T00:00:00.0000000,2013-09-04T00:00:00.0000000
8795,2024-08-24T18:56:29.5900000,580,20130213,20130225,20130220,21092,1,98,SO52679,1,1,1700.9900,1082.5100,1082.5100,1700.9900,136.0792,42.5248,2013-02-13T00:00:00.0000000,2013-02-25T00:00:00.0000000,2013-02-20T00:00:00.0000000
756,2024-08-24T18:56:29.5900000,336,20110526,20110607,20110602,14616,1,100,SO44717,1,1,699.0982,413.1463,413.1463,699.0982,55.9279,17.4775,2011-05-26T00:00:00.0000000,2011-06-07T00:00:00.0000000,2011-06-02T00:00:00.0000000
3989,2024-08-24T18:56:29.5900000,375,20120805,20120817,20120812,17191,1,100,SO49225,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-08-05T00:00:00.0000000,2012-08-17T00:00:00.0000000,2012-08-12T00:00:00.0000000
209,2024-08-24T18:56:29.5900000,351,20110210,20110222,20110217,11048,1,6,SO43980,1,1,3374.9900,1898.0944,1898.0944,3374.9900,269.9992,84.3748,2011-02-10T00:00:00.0000000,2011-02-22T00:00:00.0000000,2011-02-17T00:00:00.0000000
986,2024-08-24T18:56:29.5900000,313,20110627,20110709,20110704,28869,1,100,SO45010,1,1,3578.2700,2171.2942,2171.2942,3578.2700,286.2616,89.4568,2011-06-27T00:00:00.0000000,2011-07-09T00:00:00.0000000,2011-07-04T00:00:00.0000000
15204,2024-08-24T18:56:29.5900000,585,20130403,20130415,20130410,14771,1,98,SO55601,1,1,742.3500,461.4448,461.4448,742.3500,59.3880,18.5588,2013-04-03T00:00:00.0000000,2013-04-15T00:00:00.0000000,2013-04-10T00:00:00.0000000
1031,2024-08-24T18:56:29.5900000,344,20110704,20110716,20110711,11394,1,98,SO45095,1,1,3399.9900,1912.1544,1912.1544,3399.9900,271.9992,84.9998,2011-07-04T00:00:00.0000000,2011-07-16T00:00:00.0000000,2011-07-11T00:00:00.0000000
49217,2024-08-24T18:56:29.5900000,471,20131109,20131121,20131116,18810,1,100,SO70399,2,1,63.5000,23.7490,23.7490,63.5000,5.0800,1.5875,2013-11-09T00:00:00.0000000,2013-11-21T00:00:00.0000000,2013-11-16T00:00:00.0000000
35120,2024-08-24T18:56:29.5900000,473,20130815,20130827,20130822,11732,1,100,SO64253,2,1,63.5000,23.7490,23.7490,63.5000,5.0800,1.5875,2013-08-15T00:00:00.0000000,2013-08-27T00:00:00.0000000,2013-08-22T00:00:00.0000000
5490,2024-08-24T18:56:29.5900000,478,20121229,20130110,20130105,11448,1,6,SO51197,2,1,9.9900,3.7363,3.7363,9.9900,0.7992,0.2498,2012-12-29T00:00:00.0000000,2013-01-10T00:00:00.0000000,2013-01-05T00:00:00.0000000
3006,2024-08-24T18:56:29.5900000,354,20120409,20120421,20120416,13000,1,6,SO47798,1,1,2071.4196,1117.8559,1117.8559,2071.4196,165.7136,51.7855,2012-04-09T00:00:00.0000000,2012-04-21T00:00:00.0000000,2012-04-16T00:00:00.0000000
18027,2024-08-24T18:56:29.5900000,529,20130424,20130506,20130501,20041,1,100,SO56730,2,1,3.9900,1.4923,1.4923,3.9900,0.3192,0.0998,2013-04-24T00:00:00.0000000,2013-05-06T00:00:00.0000000,2013-05-01T00:00:00.0000000
5171,2024-08-24T18:56:29.5900000,373,20121203,20121215,20121210,24601,1,6,SO50823,1,1,2181.5625,1320.6838,1320.6838,2181.5625,174.5250,54.5391,2012-12-03T00:00:00.0000000,2012-12-15T00:00:00.0000000,2012-12-10T00:00:00.0000000
4012,2024-08-24T18:56:29.5900000,387,20120807,20120819,20120814,17766,1,100,SO49248,1,1,1000.4375,605.6492,605.6492,1000.4375,80.0350,25.0109,2012-08-07T00:00:00.0000000,2012-08-19T00:00:00.0000000,2012-08-14T00:00:00.0000000
